Practice Name,Veterinarian Name(s),Specialties,Address,City,State,ZIP Code,Phone,Email,Website,Certification Bodies,Species Treated,Practice Description,Year Established,Telehealth Available,Featured Listing,Latitude,Longitude,Slug,Image URL,Logo Image URL,Google Rating,Google Reviews,Google Place ID,Google Maps URL
Equine Athlete Veterinary Services,,Physical Therapy/Rehabilitation,12630 Merrill Rd,Pilot Point,TX,76258,19406860112,,http://www.equineathlete.pro,,"Cats, Horses","Equine Athlete Veterinary Services is an exclusively equine practice offering ambulatory and hospital-based care across multiple states, with veterinarians positioned in Michigan, North Texas, California, Arizona, and Kentucky. The practice provides physical therapy and rehabilitation services to support equine athletes throughout their lives, operating a diagnostic and surgical hospital in Simpsonville, Kentucky while traveling nationwide to deliver on-farm and event-side services.",,,,33.3686184,-96.9821401,equine-athlete-veterinary-services-pilot-point-texas,,http://static1.squarespace.com/static/53e41493e4b0e15dfb34024a/t/5bcd026b104c7b8195a52448/1540162160765/Equine+Athlete+Social+Sharing+Logo.png?format=1500w,4.8,18,ChIJd9ZQkk1PTIYR0E7cfGxzpYU,https://www.google.com/maps/search/?api=1&query=Equine%20Athlete%20Veterinary%20Services&query_place_id=ChIJd9ZQkk1PTIYR0E7cfGxzpYU
Thomson Animal Clinic,"Dr. Anthony Muhich, Dr. Katherine Engel",Nutritional Therapy,23500 Harper Ave,St Clair Shores,MI,48080,15867783900,info@thomsonanimalclinic.com,https://thomsonanimalclinic.com,,"Dogs, Cats, Horses, Exotics","Thomson Animal Clinic in St Clair Shores has served the community for over 50 years under the direction of Dr. Anthony Muhich, offering comprehensive medical, surgical, and wellness care for dogs, cats, horses, and exotic animals. The practice emphasizes nutritional counseling and exercise as part of their preventive care approach, combining traditional veterinary medicine with attention to each pet's individual needs. Dr. Katherine Engel also works at the clinic, which maintains computerized scheduling and accommodates urgent care requests when possible for non-life-threatening conditions.",,,,42.468234,-82.906496,thomson-animal-clinic-st-clair-shores-michigan,,https://cdcssl.ibsrv.net/ibimg/smb/192x115_80/webmgr/09/d/4/_CLIENT/logo/thompson-animal-clinic.png.webp?0855e7154c0e99c3fb7d09404c926d12,4.1,203,ChIJK8CVGiAoJYgR49dQqiO6zqU,https://www.google.com/maps/search/?api=1&query=Thomson%20Animal%20Clinic&query_place_id=ChIJK8CVGiAoJYgR49dQqiO6zqU
Hidden Brook Veterinary Services,Dr. Corinne Slaughter,Nutritional Therapy,726 Dartmouth St,Dartmouth,MA,2748,(774) 206-6602,,http://www.hiddenbrookveterinary.com,DVM,"Dogs, Cats","Hidden Brook Veterinary Services is a holistic and integrative veterinary practice in Dartmouth, MA. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy. It holds a 3.5-star rating across 50 Google reviews.",,,,41.6000539,-70.9399461,hidden-brook-veterinary-services-dartmouth-ma,,,3.5,50,ChIJ2VAdnq8C5YkRmj_x6BwgX5E,https://www.google.com/maps/search/?api=1&query=Hidden%20Brook%20Veterinary%20Services&query_place_id=ChIJ2VAdnq8C5YkRmj_x6BwgX5E
Integrative Pet Care: Flaherty Molly DVM,"Dr. Kelli Martin, Dr. Kopecki, Dr. Leah Kopecki, Dr. Martin, Dr. Megan Ridley, Dr. Ridley",Acupuncture | Physical Therapy/Rehabilitation | Laser Therapy,2520 West Armitage Avenue,Chicago,IL,60647,(773) 269-2964,infoipc@ipcrehab.com,https://www.integrativepetcare.com/,"CVA, DVM","Dogs, Cats","Integrative Pet Care in Chicago has offered acupuncture, physical therapy, rehabilitation, and laser therapy for dogs and cats since 2005. Dr. Molly Flaherty and her team, including staff members such as Dr. Kopecki and Dr. Ridley, maintain certification in veterinary acupuncture and provide ongoing education in physical rehabilitation. The practice emphasizes individualized care plans that address mobility issues, pain management, and arthritis in senior and injured animals, with clients reporting significant improvements in their pets' movement and quality of life.",,,,41.9177116,-87.6910639,integrative-pet-care-flaherty-molly-dvm-chicago-il,,https://images.squarespace-cdn.com/content/v1/610c289e5920f747f49393ea/edf282d4-351b-42d9-92b5-472e0f0e1812/IPCLogo+Transparent.png?format=1500w,,,,
Batesburg-Leesville Animal Hospital,"Dr. Amy Wagner, Dr. Aubrey Shealy, Dr. Michele Bilodeau, Dr. Shealy Staffatreception, Dr. Shelbi Mc",Nutritional Therapy,432 E Columbia Ave,Batesburg-Leesville,SC,29070,18035325632,records@blanimal.com,http://www.blanimal.com,,"Dogs, Cats","Batesburg-Leesville Animal Hospital has served the community since 1981, providing veterinary care for dogs and cats with an emphasis on nutritional guidance and preventive wellness. The practice's approach centers on personalized treatment, client education about nutrition and parasite prevention, and medical, surgical, and diagnostic services designed to support long-term pet health.",,,,33.9169464,-81.510498,batesburg-leesville-animal-hospital-batesburg-leesville-south-carolina,,https://blanimal.com/files/2019/04/loading.jpg,4.4,600,ChIJWaULTHeK-IgRswqyZBjzx7g,https://www.google.com/maps/search/?api=1&query=Batesburg-Leesville%20Animal%20Hospital&query_place_id=ChIJWaULTHeK-IgRswqyZBjzx7g
Westgate Pet Clinic,"Dr. Bennett Porter, Dr. Brek Perry, Dr. Catherine Hageman, Dr. Dahl, Dr. Dr Hageman, Dr. Dr Perry, Dr. Erik Melin, Dr. Gene Porter, Dr. Hamel, Dr. Kamrath, Dr. Lauren Bury, Dr. Matzek, Dr. Most, Dr. Norberg, Dr. Olivia Mirodone, Dr. Rhonda Downie, Dr. Teresa Hershey, Dr. Valerie Aliano",Acupuncture,4345 France Ave S,Minneapolis,MN,55410,16129251121,,https://wagsandwhiskers.com,"CVA, DVM","Dogs, Cats, Horses","Westgate Pet Clinic is an AAHA-accredited veterinary practice in Minneapolis offering comprehensive care for dogs, cats, and horses, with acupuncture services provided by a Certified Veterinary Acupuncturist. The practice holds Fear Free and Cat Friendly certifications, indicating a commitment to reducing stress and anxiety in animal patients through specialized training and protocols.",,,,44.9231933,-93.3288348,westgate-pet-clinic-minneapolis-minnesota,,https://wagsandwhiskers.com/wp-content/uploads/sites/249/2022/04/img_logo-1.png,4.8,404,ChIJ4Xr0-C8n9ocRW5PpzLdpysg,https://www.google.com/maps/search/?api=1&query=Westgate%20Pet%20Clinic&query_place_id=ChIJ4Xr0-C8n9ocRW5PpzLdpysg
Sulphur River Veterinary Clinic,Dr Fowler Veterinarian,Acupuncture | Traditional Chinese Veterinary Medicine,6713 TX-24,Commerce,TX,75428,(903) 886-0104,srvcpets@gmail.com,http://srvetclinic.com,"Chi Institute, DVM","Dogs, Cats, Horses","Sulphur River Veterinary Clinic is a holistic and integrative veterinary practice in Commerce, TX. The practice treats dogs, cats, and horses. Holistic and integrative services include Acupuncture and Traditional Chinese Veterinary Medicine. The practice is affiliated with the Chi Institute. It holds a 4.9-star rating across 130 Google reviews.",,,,33.2745207,-95.8938648,sulphur-river-veterinary-clinic-commerce-tx,,https://sulphurriverveterinaryclinic.com/wp-content/uploads/2025/06/SULPHUR-RIVER-VET-LOGO-01.svg,4.9,130,ChIJOXheccPIS4YRW-qqjUpsfHc,https://www.google.com/maps/search/?api=1&query=Sulphur%20River%20Veterinary%20Clinic&query_place_id=ChIJOXheccPIS4YRW-qqjUpsfHc
SF Vet Hospital,Dr. Gill,Nutritional Therapy,2001 Harrison St,San Francisco,CA,94110,14159077576,staff.sfvh@gmail.com,https://www.sfvethospital.com,,"Dogs, Cats","SF Vet Hospital is a family-owned veterinary practice in San Francisco's Mission District offering comprehensive services for dogs and cats, including preventive care, wellness exams, surgery, nutrition counseling, and same-day appointments. The practice provides nutritional therapy as part of its integrated approach to pet health and emphasizes personalized preventive care strategies and client education about pet nutrition and long-term wellness. Operating seven days a week with bilingual support, the hospital combines modern diagnostic capabilities with a community-focused philosophy centered on building relationships with local pet owners.",,,,37.7652707,-122.4129895,sf-vet-hospital-san-francisco-california,,https://sfvethospital.com/wp-content/uploads/2025/04/SF-Vet-Hospital-logo.jpg,4.5,87,ChIJS1l29Rh_j4ARLb5QNGFkyps,https://www.google.com/maps/search/?api=1&query=SF%20Vet%20Hospital&query_place_id=ChIJS1l29Rh_j4ARLb5QNGFkyps
Southwood Veterinary Clinic,Dr. Carlson,Acupuncture,833 18th St SW,Jamestown,ND,58401,(701) 252-3430,g.carlson@southwoodvetclinic.com,http://www.southwoodvetclinic.com,CVA,"Dogs, Cats, Horses, Exotics","Southwood Veterinary Clinic in Jamestown, ND treats dogs, cats, horses, and exotic pets with a team of veterinarians including Dr. Greg Carlson (practicing since 1995, primary equine veterinarian) and Dr. Debra Trnovec (practicing since 1995, small animal and exotic pet specialist). The clinic offers acupuncture services and emphasizes wellness programs and preventive care alongside emergency services available 24/7. With over 50 years of history, the practice combines traditional veterinary medicine with integrative acupuncture treatment delivered by their Certified Veterinary Acupuncturist.",,,,46.8900666,-98.7209315,southwood-veterinary-clinic-jamestown-nd,,"https://static.wixstatic.com/media/d7e30e_b731caa8f7a942f49f55339d8bc65cbe~mv2.png/v1/fill/w_251,h_79,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/swvlogo2.png",4.8,153,ChIJLRq2vo8T0FIRBJp1EuXcMmY,https://www.google.com/maps/search/?api=1&query=Southwood%20Veterinary%20Clinic&query_place_id=ChIJLRq2vo8T0FIRBJp1EuXcMmY
Atlantic Veterinary Services,Dr. Andrew Koch,Nutritional Therapy | Physical Therapy/Rehabilitation,10656 Worcester Hwy,Berlin,MD,21811,(410) 267-3548,robin@robincomm.com,https://heartandpaw.com,DVM,"Dogs, Cats","Atlantic Veterinary Services is a holistic and integrative veterinary practice in Berlin, MD. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy and Physical Therapy and Rehabilitation. The practice has served the area since 2018. It holds a 4.8-star rating across 256 Google reviews.",2018,,,38.3668118,-75.1998508,atlantic-veterinary-services-berlin-md,,,4.8,256,ChIJydcAxYInuYkR0hhZoDfYnAQ,https://www.google.com/maps/search/?api=1&query=Atlantic%20Veterinary%20Services&query_place_id=ChIJydcAxYInuYkR0hhZoDfYnAQ
Robert Woods Dvm,Robert E. Woods,Nutritional Therapy,451 North Tustin Street,Orange,CA,92867,(714) 539-0755,info@robertwoodsdvm.com,http://robertwoodsdvm.com/#cid=glbc,"DVM, CVA",Dogs|Cats,"Robert Woods DVM in Orange, CA provides integrative veterinary care for dogs and cats, complemented by nutritional therapy and acupuncture services delivered by a certified veterinary acupuncturist. The practice also treats exotic pets, pocket pets, and offers avian medicine. Dr. Woods' approach combines conventional veterinary medicine with complementary therapies to expand treatment options and support patient wellness and quality of life.",,,,33.7940795,-117.8354385,robert-woods-dvm,,,4.7,59,ChIJXUDqnvcn3YARSSWazHwS-UM,https://www.google.com/maps/search/?api=1&query=Robert%20Woods%20Dvm&query_place_id=ChIJXUDqnvcn3YARSSWazHwS-UM
North Port St Lucie Animal Hospital,"Dr. Abadia, Dr. Erin Mc, Dr. Erin Morton, Dr. Mac, Dr. Robert Carell",Acupuncture | Nutritional Therapy,6801 Heritage Dr,Port St. Lucie,FL,34952,17724618687,,https://www.npslah.com,DVM,"Dogs, Cats, Horses","North Port St. Lucie Animal Hospital provides acupuncture and nutritional therapy alongside conventional veterinary services for dogs, cats, and small mammals. The practice emphasizes preventive wellness care through routine exams, vaccinations, and parasite prevention, along with surgical procedures, dental care, pain management, and end-of-life services. The veterinary team focuses on building relationships with pet owners while delivering medical care in a low-stress environment.",,,,27.3404581,-80.3282683,north-port-st-lucie-animal-hospital-port-st-lucie-florida,,https://www.npslah.com/wp-content/uploads/2019/07/npslah-main-header-logo.png,4.7,639,ChIJl0uUkuTu3ogRhg8-Ic0ym9U,https://www.google.com/maps/search/?api=1&query=North%20Port%20St%20Lucie%20Animal%20Hospital&query_place_id=ChIJl0uUkuTu3ogRhg8-Ic0ym9U
Veterinary Sports Rehab & Integrative Wellness,Dr. Cheryl Adams,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic | Herbal Medicine | Homeopathy | Laser Therapy,2338 South Yukon Court,Lakewood,CO,80227,(303) 710-7689,adamsdvm@protonmail.com,https://www.vetsportsrehabco.com/,"CVA, DVM, IVAS","Dogs, Cats","Veterinary Sports Rehab & Integrative Wellness in Lakewood, CO combines conventional veterinary medicine with multiple complementary modalities for dogs and cats, including acupuncture, chiropractic, physical rehabilitation, herbal medicine, homeopathy, and regenerative therapies like stem cell and PRP treatments. Dr. Adams holds certifications as a Certified Veterinary Acupuncturist (CVA) through the International Veterinary Acupuncture Society, a Certified Canine Rehabilitation Therapist (CCRT), and a Certified Veterinary Spinal Manipulation Therapist (CVSMT), with over 35 years of veterinary experience including 10+ years directing integrative medicine at a specialty referral hospital. Her practice addresses orthopedic conditions, degenerative diseases, immune-mediated disorders, soft tissue injuries, and various systemic conditions, with particular expertise in stem cell therapy and rehabilitation protocols developed through clinical research and multiple published studies.",,,,40.0162503,-105.261789,veterinary-sports-rehab-integrative-wellness-lakewood-co,,,5,4,ChIJVVVBIHyAbIcRfH2n7kGqRkg,https://www.google.com/maps/search/?api=1&query=Veterinary%20Sports%20Rehab%20%26%20Integrative%20Wellness&query_place_id=ChIJVVVBIHyAbIcRfH2n7kGqRkg
Bridgewater Veterinary Hospital,Dr. Bruce Levinston,Acupuncture | Chiropractic | Herbal Medicine | Laser Therapy,830 US-206,Bridgewater,NJ,8807,19087046700,info@bridgewatervet.com,http://bridgewatervet.com,,Cats,"Bridgewater Veterinary Hospital is a holistic and integrative veterinary practice in Bridgewater, NJ. The practice treats cats. Holistic and integrative services include Acupuncture, Chiropractic, Herbal Medicine, and Laser Therapy. It holds a 4.7-star rating across 491 Google reviews.",,,,40.6132051,-74.6249181,bridgewater-veterinary-hospital-bridgewater-new-jersey,,https://bridgewatervet.com/wp-content/uploads/2018/03/Bridgewater-Logo_new.png,4.7,491,ChIJW5KmMzmVw4kRBTxqTk65Qtw,https://www.google.com/maps/search/?api=1&query=Bridgewater%20Veterinary%20Hospital&query_place_id=ChIJW5KmMzmVw4kRBTxqTk65Qtw
Animal Wellness Veterinary Clinic,Dr. Anja Hunter,Homeopathy | Nutritional Therapy | Herbal Medicine | Traditional Chinese Veterinary Medicine | Acupuncture | Physical Therapy/Rehabilitation,"5530 W Emerald St
",Boise,ID,83706,,,https://animalwellnessboise.com/,DVM,"Dogs, Cats","Animal Wellness Veterinary Clinic in Boise combines conventional and alternative approaches to treat dogs and cats. The practice offers acupuncture, infrared laser therapy, homeopathy, Western and Eastern herbal medicine, nutritional therapy, and related services, with Dr. Hunter leading a small clinic that schedules one patient at a time to provide personalized, extended consultations. The clinic's philosophy emphasizes addressing underlying causes rather than masking symptoms and empowering owners to make informed treatment decisions.",,,,43.6119154,-116.2500992,animal-wellness-veterinary-clinic-boise-id,,https://animalwellnessboise.com/wp-content/uploads/2024/07/AnimalWellnessBoise1.png,5,41,ChIJrRkfsJb5rlQRVuA5xGv6w1s,https://www.google.com/maps/search/?api=1&query=Animal%20Wellness%20Veterinary%20Clinic-%20Anja%20Hunter%20DVM&query_place_id=ChIJrRkfsJb5rlQRVuA5xGv6w1s
Flowery Branch Pet Wellness Center,"Dr. Dr Lebron, Dr. Roberto Lebron",Laser Therapy,5900 Spout Springs Rd Ste U21,Flowery Branch,GA,30542,16789603060,fbpetwc@gmail.com,https://www.fbpetwellnesscenter.com,,"Dogs, Cats, Horses","Flowery Branch Pet Wellness Center serves dogs, cats, and horses in Flowery Branch, GA, offering laser therapy alongside conventional veterinary services. Dr. Roberto Lebron, who brings 25+ years of clinical experience and specializes in heartworm disease, dermatology, parasitology, and preventive medicine, leads the practice. The center emphasizes preventive care through vaccinations, dental cleanings, heartworm treatment, and surgical services including spay and neuter procedures.",,,,34.1758723,-83.9108316,flowery-branch-pet-wellness-center-flowery-branch-georgia,,https://cdn.prod.website-files.com/69249973db7e2b691a5a71c3/6924d2033446d78aeedd3e58_OP%20Flowery.png,4.9,101,ChIJ69yZZQvt9YgR9r32GXWfWfs,https://www.google.com/maps/search/?api=1&query=Flowery%20Branch%20Pet%20Wellness%20Center&query_place_id=ChIJ69yZZQvt9YgR9r32GXWfWfs
